rownames(TME)	B_cells_naive_CIBERSORT	Plasma_cells_CIBERSORT	T_cells_CD8_CIBERSORT	T_cells_CD4_memory_resting_CIBERSORT	T_cells_CD4_memory_activated_CIBERSORT	T_cells_follicular_helper_CIBERSORT	T_cells_regulatory_.Tregs._CIBERSORT	NK_cells_resting_CIBERSORT	NK_cells_activated_CIBERSORT	Monocytes_CIBERSORT	Macrophages_M0_CIBERSORT	Macrophages_M1_CIBERSORT	Macrophages_M2_CIBERSORT	Dendritic_cells_resting_CIBERSORT	Dendritic_cells_activated_CIBERSORT	Mast_cells_resting_CIBERSORT	Mast_cells_activated_CIBERSORT	Neutrophils_CIBERSORT
TCGA.EK.A2RB.01A	TCGA.EK.A2RB.01A	0	0	0.16675342982523	0.0920234639019846	0	0.023722939614195	0.0788129226803016	0	0.225762862725546	0.0323873271365137	0	0.0143591833389738	0.0898027481077265	0.012872383783314	0.196925347535916	0.0665773913502985	0	0
TCGA.C5.A2LT.01A	TCGA.C5.A2LT.01A	0.00130810947128573	0.0825966510832014	0.203446655745588	0.112056692148857	0.120761331411223	0	0	0.066714100686473	0.0972828319186157	0.0111713611742772	0.0769293719416385	0.0342936546649035	0.0671157418499153	0	0.0421040564570157	0.0842194414470053	0	0
TCGA.DS.A0VN.01A	TCGA.DS.A0VN.01A	0	0.010115017287275	0.315182236670098	0	0.145185529603379	0	0.00243949527515631	0.0427841401904203	0.109200052366943	0.00163162501688402	0.121693760869811	0.119957786178907	0.100484273499469	0.0215288148454832	0	0.00823064730980212	0	0.00156662088637075
TCGA.F4.6809.01A	TCGA.F4.6809.01A	0.10935765767427	0	0.0970617645754261	0.246114902249475	0	0	0.0923143969832986	0	0.0243798791249311	0.00884125020645766	0.121218034057691	0.138146656257845	0.0875583320430974	0.0131481955856464	0	0	0.0538091554626379	0
TCGA.MA.AA3W.01A	TCGA.MA.AA3W.01A	0.0210869151784763	0.00494358518218174	0.193907715550061	0.158544473474579	0.0700326722061711	0.048910358883355	0.0134462404630504	0	0.0789359153458012	0	0.046356534951196	0.138290506589058	0.0600016522000492	0.0699570050958838	0.00593918162498163	0.0896472432551563	0	0
TCGA.A6.6653.01A	TCGA.A6.6653.01A	0.0386738469077463	0.00458400399225091	0.0202605214665898	0.239211164199219	0	0	0.00535467981641509	0.0495844119465816	0.0494163551828469	0	0.368215964561301	0.0374189141108652	0.0445956243588591	0	0.00551205294290589	0	0.125681025018043	0.00784507323658219
TCGA.F4.6570.01A	TCGA.F4.6570.01A	0.00516090533755396	0.0555027569435166	0.0285536526915674	0.177891397972017	0.0110843022946694	0.014807157472084	0.00862612696936973	0	0.115489230650263	0	0.140961976939685	0.14733235551124	0.227729321354361	0.0118831797491143	0	0.0519502977357957	0	0.003027338378763
TCGA.A6.2681.01A	TCGA.A6.2681.01A	0.0383491650088761	0	0.0587883570853221	0.0872244648044553	0	0.00153641201019191	0.0445720268489037	0	0.0164714643909887	0	0.41677967711218	0.0508301384990854	0.114708572984116	0.00620689926878719	0	0	0.155893422273017	0.00863939971407715
TCGA.CM.5349.01A	TCGA.CM.5349.01A	0.0499962146936151	0	0.023712513640899	0.107970355858459	0.00531829843554329	0.0120910658057134	0.0224966799065455	0.0389339464242678	0.00439483929690028	0	0.561344876530337	0.0426489613902999	0.121931391069282	0	0	0	0.00916085694813761	0
TCGA.AA.3821.01A	TCGA.AA.3821.01A	0.0287295892935183	0.0114035997035726	0.0279181856322564	0.310646720342019	0.0114737043224848	0.0053446466786607	0	0.0498764841913781	0.00289061742909205	0	0.205783699889084	0.0678039092764608	0.171867272468165	0.00238524564058959	0	0.0449485970888882	0	0.0217063390638572
TCGA.AA.3532.01A	TCGA.AA.3532.01A	0.0842058877964637	0.11182924952893	0.0122266098159035	0.157913679299075	0.0999553822633222	0	0.00782084492191366	0.00350564073312276	0.0401217782961362	0	0.0873417861153641	0.099223070091738	0.195986824749804	0.0206654043050495	0	0.0593509352203337	0	0.0198529068628438
TCGA.AA.3872.01A	TCGA.AA.3872.01A	0.0455507999603485	0.01056055790739	0.0371580157588116	0.142876819324799	0	0.00886121438013926	0.0550944474064355	0.00790143842872698	0.0160282852435143	0	0.317153819592407	0.0623115671424808	0.117956371612412	0.00972538737895331	0	0	0.16682473784242	0.0019965380211624
TCGA.AD.6899.01A	TCGA.AD.6899.01A	0.0496988366713066	0.11410974423274	0	0.181397165128292	0	0	0	0	0.0212630652085042	0	0.301601411317074	0.111409686049824	0.198342951517699	0	0	0.0221771398745594	0	0
TCGA.CA.6717.01A	TCGA.CA.6717.01A	0.0583170659509649	0.0436144896416752	0.0882875939187912	0.125700000580736	0.0159397067950772	0.00763487727972504	0.0612077672427881	0.000158876429860981	0.0107880925523342	0	0.259873378578827	0.0928904779759512	0.133933476116434	0.0260866547924789	0	0.0588220029581635	0.0167455391861925	0
TCGA.G4.6299.01A	TCGA.G4.6299.01A	0.00753787136970868	0.0724302481466941	0.168678561871516	0.124834597628271	0	0.0107367279058701	0.00650369103191998	0	0.0868663880619522	0	0.169672730752275	0.0681354974364092	0.227336338889402	0.0216768785423201	0	0.0355904683636624	0	0
TCGA.A6.4107.01A	TCGA.A6.4107.01A	0.0457066997793477	0.266225239521629	0.017729945604638	0.160228218511732	0	0	0.0552107036295596	0.00479836215348454	0.000396075722779644	0	0.135637868188525	0.0583568813555448	0.147629375472747	0.0481553723408011	0	0	0.0599252577192126	0
TCGA.D5.6923.01A	TCGA.D5.6923.01A	0.043649299700053	0.00369866857365404	0	0.129794247028112	0.00474814419982777	0	0.0338559320522999	0.0268576855830509	0	0	0.409712051526691	0.0124540934357799	0.0628578514400626	0	0.0429510666563824	0	0.19497238649035	0.0344485733137361
TCGA.AA.3856.01A	TCGA.AA.3856.01A	0.0498109043460968	0.106379811609115	0.0163647552592703	0.208753256815118	0.0123658146916776	0.00366683347123352	0.0274842283674898	0	0.0355425363741537	0	0.251523570378098	0.107364882747575	0.0748659912864076	0.0518132010965115	0	0.0538046545011692	0	0
TCGA.A6.A566.01A	TCGA.A6.A566.01A	0.00172084893200642	0	0	0.118005758958804	0	0	0.00700655156625	0.046927492344036	0	0	0.572327734689694	0.0168424015756658	0.183433567907067	0.00542520196863656	0	0	0.0424858057940265	0
TCGA.3X.AAV9.01A	TCGA.3X.AAV9.01A	0.0781608780599097	0.114780950384591	0.205426408834206	0.211738015246013	0	0	0.0092351974036393	0	0.0619730904000367	0.0206448339998384	0.0277598483638597	0.0509804491944234	0.143141088277443	0.00372869704505765	0	0.0707238341781408	0	0.00170670861284042
TCGA.AZ.4615.01A	TCGA.AZ.4615.01A	0.00852833680460585	0.00659587515342528	0.325965330150522	0.135373856389781	0.100737415711572	0.00990881399598015	0.000189670661920734	0.0273657717151533	0	0	0.111257388090805	0.12877106783396	0.10503705278406	0	0.000446834367426319	0.0398225863407887	0	0
TCGA.AZ.6600.01A	TCGA.AZ.6600.01A	0.145141517249345	0.143012391743728	0.0134324395116177	0.168994744446607	0	0	0.0125964585676764	0	0.00328434187569099	0	0.261509277685643	0.0655201526463724	0.151314310187551	0	0	0.0143339291004537	0.0176539160658145	0.00320652091950029
TCGA.ZU.A8S4.01A	TCGA.ZU.A8S4.01A	0.0112188415890366	0	0.464163464844798	0	0.00351665345722634	0.0332794686652166	0.0068694564731796	0	0.0878726965211701	0.00862466660801928	0.00714812294236713	0.0724563235181477	0.245631889344734	0.0322503841575651	0	0.0123642046238375	0	0.0146038272547021
TCGA.AY.6196.01A	TCGA.AY.6196.01A	0.0612199155084949	0.0554774600005489	0.126503631746989	0.135208490630361	0	0.0442586537205212	0.0667303879935325	0.00193126066549748	0.0263189730950162	0.0317454572488274	0.15765833488543	0.0924245648332143	0.188079209782714	0.0124436598888526	0	0	0	0
TCGA.AA.3877.01A	TCGA.AA.3877.01A	0.0416202204142306	0.0324150682722803	0.0957528659692726	0.177697806178887	0.0121762705474577	0.0288569372671718	0.013890367964546	0.0325286123693805	0.0103327607728155	0	0.129835603289986	0.0819189318540479	0.146034447293734	0	0	0	0.0270844995952646	0.131958445138066
TCGA.AA.3977.01A	TCGA.AA.3977.01A	0.0213208198898335	0	0.0589370135008774	0.221720977943026	0.0376667777097327	0.0467145709981679	0	0	0.0980888007641233	0.00335237057962846	0.0810036286614459	0.102609667245485	0.190825692739576	0.0251836117594716	0.0075263090435637	0	0.10504975916507	0
TCGA.F4.6461.01A	TCGA.F4.6461.01A	0.321507043875364	0.0521881063115326	0.0214695624821147	0.235595139149513	0	0.00830502909307374	0.0425152058000087	0	0.0086191528124258	0	0.159300497193774	0.0541688671155802	0.0694370478401072	0	0	0.0268943483265068	0	0
TCGA.AA.3869.01A	TCGA.AA.3869.01A	0.0543626479649306	0.0221858746375109	0.0508609117094341	0.123637679624329	0.0302656841795256	0.00552886775070813	0.0384964512593737	0.0589065936823765	0	0	0.237804804098198	0.0572190592497973	0.155133429156873	0	0	0	0.0992069484551312	0.0588291038358184
TCGA.D5.5540.01A	TCGA.D5.5540.01A	0.005289649805892	0	0.169098595371647	0	0.177891578860428	0.00767397537092096	0	0.0523611106268852	0	0	0.150084175003906	0.121095232895815	0.103735857690697	0.0138956788649126	0	0	0.182187698123007	0.0166864473858884
TCGA.D5.6931.01A	TCGA.D5.6931.01A	0.00349834332881421	0.146961372174816	0.0672772557500705	0.147783970057757	0.0226628396109919	0.0293129436275651	0.0367914801708313	0.0265177697008021	0	0	0.123123407416204	0.0772597231621742	0.154688626741723	0.0088385982485065	0	0.137409818863982	0.00987329439651912	0.00476066039929801
TCGA.CK.4948.01B	TCGA.CK.4948.01B	0.026585562055873	0	0.00981000268176575	0.16174841608698	0.0188372861532239	0.0132233776727376	0.0586862311485211	0.0556360416909219	0	0	0.365546174666669	0.00334456312496446	0.121091978746606	0	0.0600413123065346	0	0.0839318800814097	0.0215171735837933
TCGA.AZ.6607.01A	TCGA.AZ.6607.01A	0.0289254629810316	0.0343445808825357	0.0863490401087663	0.268562982410575	0.0499936003438129	0	0	0.0583532594409861	0.000788627411450679	0.0115588107732165	0.0879830202341033	0.0829268693275135	0.0994067972036984	0.0303259817482539	0.00990002055365468	0	0.136225119488309	0.0058105006103258
TCGA.A6.A56B.01A	TCGA.A6.A56B.01A	0.0195486938100461	0	1.25980768689664e-05	0.156896823744534	0.0294765595170865	0.0219984603729202	0.0500061092180908	0.0522617049493609	0	0	0.417240818902486	0	0.207684087165586	0	0	0	0.0260354773127656	0
TCGA.A6.3809.01B	TCGA.A6.3809.01B	0.0512200612753008	0.0182524494602916	0.0206974782844278	0.391667536083669	0	0.00737551467420277	0	0.0172328106821748	0.0240597975998312	0.0020715252469253	0.0166493023056566	0.0549157659043056	0.0874871628957292	0	0.0532401942710765	0	0.194585867355717	0.0516791237133972
TCGA.AZ.6605.01A	TCGA.AZ.6605.01A	0.0711669660556672	0.055055145549362	0.0138043238923689	0.183555628394644	0	0.0131007829849491	0.0660572389207675	0	0	0	0.311927711067209	0.084089205481203	0.143880239909694	0	0	0.0354845222243191	0.021878235519816	0
TCGA.CA.6719.01A	TCGA.CA.6719.01A	0.0586587679397986	0.0470869326947359	0.0418179085916331	0.0690185759265881	0.00650177715722089	0.0039099929881193	0.0504060248104096	0.00393169787971362	0	0	0.497075078099895	0.0738375193484098	0.141267496741616	0	0	0	0.0044889131895841	0.00199931463227617
TCGA.CK.6748.01A	TCGA.CK.6748.01A	0.0355411821189342	0	0.0245648015379576	0.115891504817039	0.00204704520074468	0	0.00832777398931583	0.0107611789862828	0	0	0.643523830992347	0.0023017712037678	0.0757081033147818	0	0	0	0.0523227032639799	0.0129241475374886
TCGA.AA.3489.01A	TCGA.AA.3489.01A	0.151865076736005	0.096517523485764	0.0443430721831684	0.0438895005137669	0.110042766653474	0	0.00716444259659414	0.0109733822423355	0	0	0.159469684638835	0.0687873444580588	0.178857973919089	0	0	0.0307709505152259	0.04340951877194	0.0416227802972168
TCGA.CM.6677.01A	TCGA.CM.6677.01A	0.103681813438703	0.119192339167603	0.0368591244061558	0.138977908300683	0.118608460561618	0	0	0.0449618864565319	0	0	0.175699444135047	0.0748871333538303	0.118267638856566	0.0195436004716007	0	0.0483872875802562	0.00093336327140422	0
TCGA.AA.3518.01A	TCGA.AA.3518.01A	0.0683532300880642	0.0912778891548433	0.0936811020378515	0.143933812144508	0.0236427149937539	0.0179140357140987	0.00700495705656748	0.00926199621068657	0.0440064331779687	0	0.222693745870724	0.0836717518690633	0.158472728897515	0	0	0	0.0355583854774625	0.000527217306893068
TCGA.CM.6167.01A	TCGA.CM.6167.01A	0.107755403321964	0.0569299699398705	0.0225109107444529	0.194761489419969	0	0.0035035982749357	0.0449465547112115	0	0.039296285326724	0	0.0300349818813503	0.0687853882572813	0.136142969694784	0.0434391046304754	0.00504561830726582	0.220072246600549	0	0
TCGA.D5.7000.01A	TCGA.D5.7000.01A	0.0226248824328122	0.0455136034226378	0.0721954771613207	0.237247865900649	0.0290389153751691	0.0348844678789609	0.0167847452694555	0.0456650798967789	0	0	0.158839359783968	0.0719875560623724	0.0966450558335253	0.00372132376930474	0	0.000129589278347181	0.0514595102185692	0.0466657834570939
TCGA.D5.6928.01A	TCGA.D5.6928.01A	0.0639069253731066	0.0518336461074064	0.190586754529618	0.0966917104476109	0.0740357786288558	0.0303307019799255	0.0202887523159502	0.0440941606147594	0.0422018792433859	0	0.0951349770339579	0.0900686647394453	0.134377316556129	0.0059392857569191	0	0.0294200040034834	0	0.0310894426694474
TCGA.A6.5664.01A	TCGA.A6.5664.01A	0.0694143486330403	0.0662244978547371	0.117213234336544	0.177000507734202	0.011531825342826	0	0.0396130874183422	0.0484958682340617	0	0.0271965008056868	0.0694392795721563	0.0322847822398693	0.190981878736268	0.0290206560733879	0.0299936502252454	0	0.0800895395617346	0.010316902071451
TCGA.AA.3860.01A	TCGA.AA.3860.01A	0.0944440028242977	0.137090472256201	0.0514733589191907	0.177266437980116	0.0221895523232722	0.00686700018506963	0.0194893187402137	0.0216892490478754	0	0	0.195673609640624	0.0614636578113962	0.0870894072961215	0	0	0	0.115895642405206	0.00936829057041659
TCGA.AA.3814.01A	TCGA.AA.3814.01A	0.0457077613517342	0.03011092250585	0.0796438064359829	0.164681500870283	0.0487964414164539	0.00632435228260595	0.0091226207573996	0.0397344626477174	0	0	0.173960055825823	0.0819576079843886	0.192739651852846	0.0690683279524054	0	0	0.0118671862473358	0.0144862632931731
TCGA.A6.6649.01A	TCGA.A6.6649.01A	0.0529501451827686	0.0949287746549184	0.0286423863932082	0.2447927847217	0.000823819978099457	0	0.0793341545591073	0.00369455715628163	0.00634967827915457	0.0238006745765792	0.0952252392062724	0.0677653989128291	0.0779689777752194	0.0404687490111609	0.0114374645474241	0.161842582136392	0	0
TCGA.AA.3552.01A	TCGA.AA.3552.01A	0.0861425575880404	0.202620954589057	0.08743425945493	0.21360662204931	0.0191452644254332	0.00294564684879626	0.0385224188335482	0.0131227754492346	0.00804896739305795	0.00854291276957995	0.0729279784019669	0.0681560995346749	0.145918458747613	0.00235681187500636	0.00168966311349466	0.028818608926256	0	0
TCGA.AA.3562.01A	TCGA.AA.3562.01A	0.0483349903368863	0.172761945716369	0.00393134985982247	0.105350101074627	0.076558785805385	0	0.00869782213401219	0.0629224394987507	0	0	0.19831635005864	0.0361193280478279	0.19278772691944	0.0298657912409846	0	0.02074654612163	0.0328780924250629	0
TCGA.DS.A1OC.01A	TCGA.DS.A1OC.01A	0.00927054940818518	0.0753897824844553	0.125445329288882	0.118518434383306	0.0980125676708721	0.0370893083853062	0	0.0781669794510973	0.0288624773905266	0.000912434076164321	0.187806968456583	0.0904994513385519	0.0885448669247399	0.0080425309659391	0	0.0534383197753905	0	0
TCGA.AA.3950.01A	TCGA.AA.3950.01A	0.0209357057893522	0	0.0461128346168921	0.21586738235997	0.0194912191023084	0	0	0.0467067746511839	0.0133489358088594	0.00640400354464332	0.248643786041128	0.0398492631505167	0.116861393519515	0	0	0	0.176064709389306	0.0491742795193716
TCGA.FF.8062.01A	TCGA.FF.8062.01A	0.0641881113966548	0.0201827239432463	0.142883492039349	0	0.00210766827318644	0.0318715582357117	0.0886293419358173	0	0.0495667207481272	0	0.18068709647473	0.0699016552503069	0.0808769214012222	0.00236231243501322	0	0.0207056307283854	0	0
TCGA.W5.AA33.01A	TCGA.W5.AA33.01A	0.108368754523445	0.0260598456516877	0.0770678273277685	0.39959882760171	0.0247010108811162	0	0	0.014099164645248	0.0140133495630166	0.0427302504306252	0.0418448976044885	0.0407631912747225	0.102291650966429	0.0208717850881385	0.0343413916212213	0.0210146722533205	0	0.0322333805670624
TCGA.G8.6907.01A	TCGA.G8.6907.01A	0.121897199332509	0.114222796627575	0.0409762954493348	0	0.0102974097794252	0.00928515136748144	0.0343443693808949	0.0121167884048336	0.00340686921960401	0.000737117382044928	0.0661699516602573	0.00909014572641435	0.014694027555075	0	0	0.00505695823314521	0	0
TCGA.GS.A9TT.01A	TCGA.GS.A9TT.01A	0.300264804196681	0.0284386848673539	0	0.0391349459983993	0.0715401011317817	0	0	0.00333575204814455	0.011421630752888	0	0.278300506857097	0.0479276499930509	0.00716548253765724	0	0.000294923267515301	0.0289312750033295	0	0.00290589296407763
TCGA.FA.A6HO.01A	TCGA.FA.A6HO.01A	0.176694596703327	0.0711003584945322	0.131495276693802	0	0.00728346007736442	0.0287191760053462	0.0529386852206882	0	0.050104292840472	0	0.231870658021217	0.136760827286841	0.0416056603661939	0	0	0.0264566039473996	0	0
TCGA.G8.6914.01A	TCGA.G8.6914.01A	0.0636872120014505	0.153310650719441	0.156688346379571	0	0.0483390316105945	0.0336463233816304	0.039817832408827	3.86079385226513e-05	0.0361926276585392	0	0.237542285971381	0.0615131105563885	0.114795960091868	0.00119425051201576	0	0.0393043147714603	0	0.00323374134211929
TCGA.GS.A9TX.01A	TCGA.GS.A9TX.01A	0.395925248610766	0.0282589663040026	0.122327733401046	0.0769800028296599	0.0251595814476919	0.103036713247823	0.137100643975971	0	0.00761265501953562	0	0.0583175525894333	0.0199106109973705	0.0165654011053576	0	0	0.00880489047134386	0	0
TCGA.FF.A7CQ.01A	TCGA.FF.A7CQ.01A	0.0539911873007655	0.0591005418906865	0.208690473938372	0	0.259993721371855	0	0	0.0969530013218932	0	0.013284462309284	0	0.123142675640139	0.0660774612033796	0.00924969035946949	0	0.0588054395816111	0	0.00720189957432829
TCGA.GS.A9TW.01A	TCGA.GS.A9TW.01A	0.115994314007971	0.0449652323046398	0.112822403911735	0	0.118451554476297	0	0.0162766744260103	0.0207140717719383	0.0544589966066808	0	0.158130546264012	0.172127480522924	0.00143718942552151	0	0.113980130202206	0.0179234661294687	0	0
TCGA.C5.A1ML.01A	TCGA.C5.A1ML.01A	0.0254359496339713	0.0531057416744934	0.0152142581332609	0.172942258812047	0	0.0323927328317316	0.0819321854966948	0.0301840283822114	0.0531094014032748	0.022205829063003	0.20350291964998	0.0655277537740932	0.12114086560806	0.0869958839096773	0.0208112018603034	0.0153764797782391	0	0
TCGA.G4.6627.01A	TCGA.G4.6627.01A	0.113140555374713	0.0985186839157348	0.0696861323193991	0.28709447023461	0.00867705851470133	0.000533838082916232	0.00178269151530454	0	0.0391770315240784	0	0.0384950901126167	0.113439692371488	0.109240057238193	0.0271045881744379	0.0177915575691469	0.0740411739577232	0	0.00127737909493617
TCGA.R2.A69V.01A	TCGA.R2.A69V.01A	0.051042019204235	0.0262160178895231	0.237540758523408	0	0.0803287514610521	0.00428644752887418	0.00412595914260498	0.00572002067665764	0.0709610550697618	0.021441601098721	0.0829046219353824	0.130801594868598	0.132400997427846	0.0626278353013447	0	0.078335930420704	0	0.0112663894512877
TCGA.D5.6529.01A	TCGA.D5.6529.01A	0.0129458190509374	0.207318875919056	0.0371378320010454	0.166572722325463	0.0213325634908181	0.0121402238839728	0.0304326448011464	0.000448637991001413	0.00540764011360451	0.00106950463298877	0.228839032399018	0.0811236107616721	0.102735392849895	0.0106634097050573	0	0	0.0583185357607581	0.0235135543135661
TCGA.EK.A2PK.01A	TCGA.EK.A2PK.01A	0.0212815098037948	0.16754939232713	0.152855951457426	0.0202687915172095	0.0143167329427032	0.0236475855329474	0.00445017090938346	0	0.416868140349886	0.0114520331587648	0.0340180980008858	0.0197450176434472	0.0383458508470986	0	0.0264495482213646	0.0378592004834806	0	0.0108919768044779
TCGA.VS.AA62.01A	TCGA.VS.AA62.01A	0.0605032035827597	0.0992005663707408	0.199606529864158	0.0128895758988107	0.176096557675756	0.0198370139416699	0.00370507855067034	0.0107792939821789	0.0373757303659201	0.00931943212828912	0.162106139417846	0.100733018185682	0.0834526337111407	0.00393915624003877	0	0.020456070084339	0	0
TCGA.C5.A1MN.01A	TCGA.C5.A1MN.01A	0	0.00905027509735061	0.0133904493293226	0.12945586586114	0.00335406052689615	0	0	0	0.0487342972656541	0	0.478316184934335	0.0771180932867453	0.0453551214252214	0	0.0781004316549162	0	0.107044337414967	0.00350056636194449
TCGA.DS.A1OB.01A	TCGA.DS.A1OB.01A	0.00661380792442502	0.06038747184157	0.0319316546725301	0.0582779460450162	0.0628769041406813	0.0182664423750661	0.00803591034873473	0	0.0296483516390952	0.0656252857929056	0.186491740702565	0.148094559159522	0.210397516803839	0.0225632621044901	0.00553540244246114	0.0819536358162831	0	0.00330010819081446
TCGA.UC.A7PF.01A	TCGA.UC.A7PF.01A	0.0256463395976819	0.0520936264112963	0.281517130811021	0	0	0.0144489286814982	0.0736024873172187	0	0.0834000697421213	0.00226960573379745	0.0780736469205259	0.125536619160685	0.0794076160908092	0.111273331208618	0.0187169957865797	0.0540136025381476	0	0
TCGA.C5.A0TN.01A	TCGA.C5.A0TN.01A	0	0.0123908146223957	0.0753499142704057	0.12523941573819	0	0	0.0104183474870696	0	0.10495099884548	0	0.250922903573246	0.0969449378120149	0.0996001650079085	0	0.166992200958663	0	0.0547733469965336	0.00102239598132631
TCGA.VS.A94X.01A	TCGA.VS.A94X.01A	0	0.1001889404612	0.121038014895139	0.0471575328078829	0	0.0653636466437487	0.0560867933893068	0.049839976539801	0.119217798052613	0.00291322621914976	0.0662076790738909	0.181642964783759	0.0455386089818871	0	0.131558367083091	0	0.0132464510685309	0
TCGA.VS.A8EB.01A	TCGA.VS.A8EB.01A	0.00502251421807981	0	0.190830069423256	0.142360062461316	0.00591177326114411	0	0.0112065564677809	0	0.342829339649462	0.0136672430016634	0.0704017866447932	0.0912716905767126	0.00890300216132355	0.0210625506090599	0	0.0965334115254076	0	0
TCGA.C5.A1MH.01A	TCGA.C5.A1MH.01A	0	0.0405659973939871	0.165236155495858	0.114691503738166	0.0539762841104097	0.0229437087242979	0.0445709677097503	0	0.0425723379859433	0.00392438198436263	0.171261903975012	0.196815683402791	0.119135134449698	0	0.00458677255725385	0.0097545580068765	0	0.00352227596300404
TCGA.DG.A2KL.01A	TCGA.DG.A2KL.01A	0.00092206617806371	0.00588045746546588	0.0209235530253262	0.310571112268518	0.0274271893598757	0	0	0.0113515022935762	0.0236852377585153	0.0236700185145879	0.160100672097533	0.0957691802159988	0.07137756306379	0.136472438807968	0.0705358597912241	0.0413131491595581	0	0
TCGA.VS.A8QM.01A	TCGA.VS.A8QM.01A	0.032962737441128	0.0535345325425878	0.174889427918422	0.1933242184995	0	0	0.10736043539348	0	0.0999664698683527	0.0175430305926694	0.0732545320773482	0.0752348983508757	0.0352223246387156	0.0260632943214118	0	0.110644098355509	0	0
TCGA.C5.A8ZZ.01A	TCGA.C5.A8ZZ.01A	0.00186150860474606	0.122047785635012	0.0273588278277801	0.0997886950588596	0	0	0.0369972500501835	0	0.0246303428414369	0	0.311298064160766	0.0563067656968886	0.17048315383508	0	0	0.149227606289247	0	0
TCGA.MA.AA3Y.01A	TCGA.MA.AA3Y.01A	0.00921459393627215	0.0383057321060523	0.228446646765253	0.0647042117052283	0.132516547984528	0	0	0.118944672934908	0.0198929103783019	0.0209598429855081	0.0630732658407105	0.178913189735124	0.0956176257349377	0.0166598419885922	0	0.012564966794728	0	0.000185951109855871
TCGA.JX.A3Q8.01A	TCGA.JX.A3Q8.01A	0.0626827659198279	0.0312656312474325	0.206195221899505	0.00797939795315745	0.0967182842185261	0.0429495624084946	0.0503105923205793	0.0412127142198762	0.134176204122464	0.00190156928761486	0.00991739185900831	0.0609410579248306	0.0952172602984234	0.0783775477815126	0.0296992785772235	0.0504555199615245	0	0
TCGA.EA.A3HT.01A	TCGA.EA.A3HT.01A	0	0.0435891627851121	0.0470458833283187	0.190427228107426	0.0516896806225772	0.0325455055663937	0.00344600886555916	0	0.0500078897880433	0.04651786981954	0.0635030297621811	0.0974940413838536	0.126255030607675	0.145136185808595	0.0536912703547946	0.00286347707075466	0.026291001494793	0.0194967346343827
TCGA.EA.A5ZD.01A	TCGA.EA.A5ZD.01A	0.00500187683912768	0	0.0431160025017117	0.177590884286274	0.0453844748655521	0.0149726395778781	0.0394894484442841	0	0.01841153527937	0.0449139647465105	0	0.185624226906657	0.122299773826329	0.141710746929223	0.0432106998388964	0.0908511934142093	0	0.0274225325439775
TCGA.VS.A9UU.01A	TCGA.VS.A9UU.01A	0.0390448520483052	0.235834420040138	0.160524360823256	0	0.0173851769666809	0.0795685389926728	0.00950640155258532	0.0130970672804221	0.0796312314260521	0.0105469501232019	0.113869916537634	0.0995833106895817	0	0.00471239729510489	0.0961885714953844	0.0187763674240025	0	0.0217304373049789
TCGA.BI.A0VS.01A	TCGA.BI.A0VS.01A	0.112237168498723	0.0640460703870122	0.0852220231031984	0.0289391291015358	0.129615983033748	0	0.012642448630083	0.0266276314008535	0	0	0.238933448949626	0.0991801358923075	0.0920255387513016	0.0190972042467313	0	0.0227370134229072	0	0.000486247298295614
TCGA.4J.AA1J.01A	TCGA.4J.AA1J.01A	0	0.00962616069656912	0.04587128090883	0.182319439591611	0	0.0673544835340469	0	0	0.07771249261257	0	0.201620463922976	0.0298855844286562	0.0870430794253961	0.00118337452132484	0.108293113757105	0.0616511111560766	0.0363585481426784	0.0910808673021605
TCGA.C5.A7X3.01A	TCGA.C5.A7X3.01A	0.0126581073153291	0.254770637135558	0.124984672300477	0.0668695011498551	0.0052981708255872	0.0126312925772765	0.0690790303334128	0	0.0902679409157689	0.00326869677005044	0.0752323388483485	0.0599500417865635	0.175976499067594	0	0.00381214454412336	0.0424748732745918	0	0.00272605315546421
TCGA.JW.A5VI.01A	TCGA.JW.A5VI.01A	0.0033341055873383	0.134195404044005	0.127752715126013	0.0600356489277434	0.0230513924469968	0	0.00584708065006139	0	0.153450047788044	0.00286948224777838	0.097105244776429	0.127854041776635	0.0759267788090018	0.0546347751603184	0	0.127622057543763	0	0.00632122511587217
TCGA.DS.A1OA.01A	TCGA.DS.A1OA.01A	0.0292195765611538	0.109727922268558	0.112756964258866	0.128659129957104	0.0345763009689154	0.0141511983012157	0.0141231317229994	0	0.0429689914650309	0.00714200395874221	0.0994187326948107	0.20466953476537	0.0682483480822817	0.0594182660491724	0.00912694658428514	0.065792952361495	0	0
TCGA.C5.A7X8.01A	TCGA.C5.A7X8.01A	0.0543476338667639	0.346227309859888	0.0529409283080243	0.215763122709236	0	0.00496279505398135	0.030174274173478	0	0.0990583774753948	0.0122697972654154	0.0247565878806328	0.0222811553354401	0.0369142666923849	0.0280655446917132	0	0.0703181229550708	0	0.00192008373257656
TCGA.Q1.A6DW.01A	TCGA.Q1.A6DW.01A	0.037981566914831	0.121059480768743	0.0323276485513559	0.308133250749072	0	0.00800229441495762	0	0.0882644634383431	0.0485931559376819	0.0363415513748464	0.0469139213038649	0.050383871496395	0.0820636541333296	0.0280016392171287	0.0885654622372893	0.0233680394621609	0	0
